"","pathway","pval","padj","overlap","size","overlapGenes","sample_id"
"34","GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION",1,1,0,5,"","MM909_02"
"35","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL",1,1,0,133,"","MM909_02"
"36","GOBP_PROTEIN_MONOUBIQUITINATION",1,1,0,42,"","MM909_02"
"37","GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION",1,1,0,10,"","MM909_02"
"38","GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION",1,1,0,6,"","MM909_02"
"39","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,18,"","MM909_02"
"40","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,39,"","MM909_02"
"41","GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,1,0,7,"","MM909_02"
"42","GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY",1,1,0,12,"","MM909_02"
"43","GOBP_UBIQUITIN_RECYCLING",1,1,0,13,"","MM909_02"
"44","GOCC_ANAPHASE_PROMOTING_COMPLEX",1,1,0,21,"","MM909_02"
"45","GOCC_COP9_SIGNALOSOME",1,1,0,17,"","MM909_02"
"46","GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,25,"","MM909_02"
"47","GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,36,"","MM909_02"
"48","GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,37,"","MM909_02"
"49","GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_02"
"50","GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,6,"","MM909_02"
"51","GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_02"
"52","GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,181,"","MM909_02"
"53","GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_02"
"54","GOCC_ER_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_02"
"55","GOCC_GID_COMPLEX",1,1,0,5,"","MM909_02"
"56","GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX",1,1,0,6,"","MM909_02"
"57","GOCC_LEWY_BODY",1,1,0,8,"","MM909_02"
"58","GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX",1,1,0,43,"","MM909_02"
"59","GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX",1,1,0,64,"","MM909_02"
"60","GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX",1,1,0,8,"","MM909_02"
"61","GOCC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,312,"","MM909_02"
"62","GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING",1,1,0,9,"","MM909_02"
"63","GOMF_CULLIN_FAMILY_PROTEIN_BINDING",1,1,0,26,"","MM909_02"
"64","GOMF_DEUBIQUITINASE_ACTIVITY",1,1,0,118,"","MM909_02"
"65","GOMF_HISTONE_DEUBIQUITINASE_ACTIVITY",1,1,0,6,"","MM909_02"
"66","GOMF_HISTONE_H2A_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,5,"","MM909_02"
"67","GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,10,"","MM909_02"
"68","GOMF_K48_LINKED_DEUBIQUITINASE_ACTIVITY",1,1,0,17,"","MM909_02"
"69","GOMF_K63_LINKED_DEUBIQUITINASE_ACTIVITY",1,1,0,14,"","MM909_02"
"70","GOMF_METAL_DEPENDENT_DEUBIQUITINASE_ACTIVITY",1,1,0,11,"","MM909_02"
"71","GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING",1,1,0,31,"","MM909_02"
"72","GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY",1,1,0,7,"","MM909_02"
"73","GOMF_UBIQUITIN_LIGASE_COMPLEX_SCAFFOLD_ACTIVITY",1,1,0,6,"","MM909_02"
"74","GOMF_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY",1,1,0,8,"","MM909_02"
"75","GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY",1,1,0,54,"","MM909_02"
"76","GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY",1,1,0,10,"","MM909_02"
"77","GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING",1,1,0,122,"","MM909_02"
"78","GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING",1,1,0,37,"","MM909_02"
"79","GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY",1,1,0,130,"","MM909_02"
"80","GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_ENDOPEPTIDASE_ACTIVITY",1,1,0,5,"","MM909_02"
"81","GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY",1,1,0,27,"","MM909_02"
"82","GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,14,"","MM909_02"
"83","KEGG_ERBB_SIGNALING_PATHWAY",1,1,0,87,"","MM909_02"
"84","KEGG_OOCYTE_MEIOSIS",1,1,0,112,"","MM909_02"
"85","KEGG_PARKINSONS_DISEASE",1,1,0,113,"","MM909_02"
"86","KEGG_PROTEASOME",1,1,0,44,"","MM909_02"
"87","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",1,1,0,133,"","MM909_02"
"88","LE_SKI_TARGETS_DN",1,1,0,7,"","MM909_02"
"89","LE_SKI_TARGETS_UP",1,1,0,17,"","MM909_02"
"90","MODULE_278",1,1,0,34,"","MM909_02"
"91","MORF_USP5",1,1,0,51,"","MM909_02"
"92","PROTEIN_UBIQUITINATION",1,1,0,40,"","MM909_02"
"93","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1",1,1,0,48,"","MM909_02"
"94","REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",1,1,0,51,"","MM909_02"
"95","SMALL_PROTEIN_CONJUGATING_ENZYME_ACTIVITY",1,1,0,52,"","MM909_02"
"96","STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS",1,1,0,11,"","MM909_02"
"97","UBIQUITIN_CYCLE",1,1,0,48,"","MM909_02"
"98","UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,49,"","MM909_02"
"99","WAESCH_ANAPHASE_PROMOTING_COMPLEX",1,1,0,13,"","MM909_02"
"100","WP_PARKIN_UBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY",1,1,0,71,"","MM909_02"
"101","YU_BAP1_TARGETS",1,1,0,29,"","MM909_02"
"102","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION",1.08571455835083e-32,1.09657170393434e-30,20,828,"ENSG00000196510, ENSG00000177479, ENSG00000115760, ENSG00000163098, ENSG00000138411, ENSG00000138641, ENSG00000146021, ENSG00000198862, ENSG00000133606, ENSG00000049759, ENSG00000128482, ENSG00000197323, ENSG00000104228, ENSG00000204614, ENSG00000182053, ENSG00000126261, ENSG00000124486, ENSG00000104142, ENSG00000167962, ENSG00000105428","MM909_03"
"103","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",2.03291601546491e-11,1.02662258780978e-09,6,133,"ENSG00000196510, ENSG00000115760, ENSG00000138641, ENSG00000095015, ENSG00000049759, ENSG00000126261","MM909_03"
"104","GOBP_PROTEIN_POLYUBIQUITINATION",4.86794555701772e-10,1.63887500419597e-08,6,225,"ENSG00000196510, ENSG00000177479, ENSG00000146021, ENSG00000133606, ENSG00000049759, ENSG00000167962","MM909_03"
"105","GOBP_PROTEIN_K48_LINKED_UBIQUITINATION",2.86025274596293e-06,7.2221381835564e-05,3,65,"ENSG00000177479, ENSG00000146021, ENSG00000049759","MM909_03"
"106","GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",3.58307061229879e-06,7.23780263684355e-05,2,7,"ENSG00000198862, ENSG00000167962","MM909_03"
"107","GOMF_DEUBIQUITINASE_ACTIVITY",1.72200886814426e-05,0.000289871492804284,3,118,"ENSG00000129204, ENSG00000124486, ENSG00000114374","MM909_03"
"108","GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY",2.30032921567764e-05,0.000310892034464017,3,130,"ENSG00000129204, ENSG00000124486, ENSG00000114374","MM909_03"
"109","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL",2.46251116407142e-05,0.000310892034464017,3,133,"ENSG00000129204, ENSG00000124486, ENSG00000114374","MM909_03"
"110","GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING",0.000112751831707538,0.0012653261113846,2,37,"ENSG00000177479, ENSG00000126261","MM909_03"
"111","GOBP_PROTEIN_K63_LINKED_UBIQUITINATION",0.000278325378449209,0.00281108632233702,2,58,"ENSG00000177479, ENSG00000167962","MM909_03"
"112","GOCC_UBIQUITIN_LIGASE_COMPLEX",0.000306306135167159,0.00281244724108028,3,312,"ENSG00000196510, ENSG00000177479, ENSG00000146021","MM909_03"
"113","GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX",0.00265670968765826,0.0223606398711237,2,181,"ENSG00000196510, ENSG00000146021","MM909_03"
"114","GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION",0.00336484973941009,0.0242749874057442,1,8,"ENSG00000124486","MM909_03"
"115","GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.00336484973941009,0.0242749874057442,1,8,"ENSG00000124486","MM909_03"
"116","GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY",0.00420435705888655,0.0283093375298361,1,10,"ENSG00000126261","MM909_03"
"117","STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS",0.0046238553170066,0.0291880866886041,1,11,"ENSG00000198862","MM909_03"
"118","WAESCH_ANAPHASE_PROMOTING_COMPLEX",0.00546234136204793,0.0324527339745201,1,13,"ENSG00000196510","MM909_03"
"119","GOMF_K63_LINKED_DEUBIQUITINASE_ACTIVITY",0.00588132928170959,0.0330007920807038,1,14,"ENSG00000124486","MM909_03"
"120","GOMF_K48_LINKED_DEUBIQUITINASE_ACTIVITY",0.00713727342518644,0.0379402429444121,1,17,"ENSG00000124486","MM909_03"
"121","GOCC_ANAPHASE_PROMOTING_COMPLEX",0.00880948898752221,0.0444879193869871,1,21,"ENSG00000196510","MM909_03"
"122","GOMF_CULLIN_FAMILY_PROTEIN_BINDING",0.0108959448147621,0.0524043060138557,1,26,"ENSG00000146021","MM909_03"
"123","GOBP_PROTEIN_K11_LINKED_UBIQUITINATION",0.012562063730654,0.054616469580188,1,30,"ENSG00000196510","MM909_03"
"124","GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION",0.012562063730654,0.054616469580188,1,30,"ENSG00000124486","MM909_03"
"125","GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING",0.0129781709893516,0.054616469580188,1,31,"ENSG00000177479","MM909_03"
"126","GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX",0.0150561757564832,0.0608269500561922,1,36,"ENSG00000146021","MM909_03"
"127","GOBP_PROTEIN_MONOUBIQUITINATION",0.0175442208056147,0.0671773673844172,1,42,"ENSG00000167962","MM909_03"
"128","GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX",0.017958306132468,0.0671773673844172,1,43,"ENSG00000196510","MM909_03"
"129","GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY",0.0225021667089154,0.0811685299143018,1,54,"ENSG00000146021","MM909_03"
"130","GCM_USP6",0.0286657244594536,0.0998357989794763,1,69,"ENSG00000129204","MM909_03"
"131","GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",0.0449194644904618,0.150287607083305,1,109,"ENSG00000163098","MM909_03"
"132","KEGG_OOCYTE_MEIOSIS",0.0461278794018066,0.150287607083305,1,112,"ENSG00000196510","MM909_03"
"133","GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING",0.0501453048839899,0.158271118540093,1,122,"ENSG00000126261","MM909_03"
"134","GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION",0.0805383743469879,0.246496236637751,1,199,"ENSG00000163098","MM909_03"
"135","BIOCARTA_ATRBRCA_PATHWAY",1,1,0,22,"","MM909_03"
"136","BIOCARTA_CBL_PATHWAY",1,1,0,12,"","MM909_03"
"137","BIOCARTA_GSK3_PATHWAY",1,1,0,20,"","MM909_03"
"138","BIOCARTA_HIF_PATHWAY",1,1,0,15,"","MM909_03"
"139","BIOCARTA_P27_PATHWAY",1,1,0,13,"","MM909_03"
"140","BIOCARTA_P53HYPOXIA_PATHWAY",1,1,0,21,"","MM909_03"
"141","BIOCARTA_PARKIN_PATHWAY",1,1,0,8,"","MM909_03"
"142","BIOCARTA_PROTEASOME_PATHWAY",1,1,0,18,"","MM909_03"
"143","BIOCARTA_SPRY_PATHWAY",1,1,0,17,"","MM909_03"
"144","GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION",1,1,0,9,"","MM909_03"
"145","GOBP_HISTONE_UBIQUITINATION",1,1,0,8,"","MM909_03"
"146","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",1,1,0,78,"","MM909_03"
"147","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_03"
"148","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,15,"","MM909_03"
"149","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_03"
"150","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,22,"","MM909_03"
"151","GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION",1,1,0,10,"","MM909_03"
"152","GOBP_PROTEIN_K27_LINKED_UBIQUITINATION",1,1,0,7,"","MM909_03"
"153","GOBP_PROTEIN_K29_LINKED_DEUBIQUITINATION",1,1,0,5,"","MM909_03"
"154","GOBP_PROTEIN_K29_LINKED_UBIQUITINATION",1,1,0,7,"","MM909_03"
"155","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",1,1,0,26,"","MM909_03"
"156","GOBP_PROTEIN_K6_LINKED_UBIQUITINATION",1,1,0,11,"","MM909_03"
"157","GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION",1,1,0,5,"","MM909_03"
"158","GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION",1,1,0,10,"","MM909_03"
"159","GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION",1,1,0,6,"","MM909_03"
"160","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,18,"","MM909_03"
"161","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,39,"","MM909_03"
"162","GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY",1,1,0,12,"","MM909_03"
"163","GOBP_UBIQUITIN_RECYCLING",1,1,0,13,"","MM909_03"
"164","GOCC_COP9_SIGNALOSOME",1,1,0,17,"","MM909_03"
"165","GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,25,"","MM909_03"
"166","GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,37,"","MM909_03"
"167","GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_03"
"168","GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,6,"","MM909_03"
"169","GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_03"
"170","GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_03"
"171","GOCC_ER_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_03"
"172","GOCC_GID_COMPLEX",1,1,0,5,"","MM909_03"
"173","GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX",1,1,0,6,"","MM909_03"
"174","GOCC_LEWY_BODY",1,1,0,8,"","MM909_03"
"175","GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX",1,1,0,64,"","MM909_03"
"176","GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX",1,1,0,8,"","MM909_03"
"177","GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING",1,1,0,9,"","MM909_03"
"178","GOMF_HISTONE_DEUBIQUITINASE_ACTIVITY",1,1,0,6,"","MM909_03"
"179","GOMF_HISTONE_H2A_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,5,"","MM909_03"
"180","GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,10,"","MM909_03"
"181","GOMF_METAL_DEPENDENT_DEUBIQUITINASE_ACTIVITY",1,1,0,11,"","MM909_03"
"182","GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY",1,1,0,7,"","MM909_03"
"183","GOMF_UBIQUITIN_LIGASE_COMPLEX_SCAFFOLD_ACTIVITY",1,1,0,6,"","MM909_03"
"184","GOMF_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY",1,1,0,8,"","MM909_03"
"185","GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_ENDOPEPTIDASE_ACTIVITY",1,1,0,5,"","MM909_03"
"186","GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY",1,1,0,27,"","MM909_03"
"187","GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,14,"","MM909_03"
"188","KEGG_ERBB_SIGNALING_PATHWAY",1,1,0,87,"","MM909_03"
"189","KEGG_PARKINSONS_DISEASE",1,1,0,113,"","MM909_03"
"190","KEGG_PROTEASOME",1,1,0,44,"","MM909_03"
"191","LE_SKI_TARGETS_DN",1,1,0,7,"","MM909_03"
"192","LE_SKI_TARGETS_UP",1,1,0,17,"","MM909_03"
"193","MODULE_278",1,1,0,34,"","MM909_03"
"194","MORF_USP5",1,1,0,51,"","MM909_03"
"195","PROTEIN_UBIQUITINATION",1,1,0,40,"","MM909_03"
"196","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1",1,1,0,48,"","MM909_03"
"197","REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",1,1,0,51,"","MM909_03"
"198","SMALL_PROTEIN_CONJUGATING_ENZYME_ACTIVITY",1,1,0,52,"","MM909_03"
"199","UBIQUITIN_CYCLE",1,1,0,48,"","MM909_03"
"200","UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,49,"","MM909_03"
"201","WP_PARKIN_UBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY",1,1,0,71,"","MM909_03"
"202","YU_BAP1_TARGETS",1,1,0,29,"","MM909_03"
"203","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION",0.0129169136688404,1,1,828,"ENSG00000141569","MM909_06"
"204","BIOCARTA_ATRBRCA_PATHWAY",1,1,0,22,"","MM909_06"
"205","BIOCARTA_CBL_PATHWAY",1,1,0,12,"","MM909_06"
"206","BIOCARTA_GSK3_PATHWAY",1,1,0,20,"","MM909_06"
"207","BIOCARTA_HIF_PATHWAY",1,1,0,15,"","MM909_06"
"208","BIOCARTA_P27_PATHWAY",1,1,0,13,"","MM909_06"
"209","BIOCARTA_P53HYPOXIA_PATHWAY",1,1,0,21,"","MM909_06"
"210","BIOCARTA_PARKIN_PATHWAY",1,1,0,8,"","MM909_06"
"211","BIOCARTA_PROTEASOME_PATHWAY",1,1,0,18,"","MM909_06"
"212","BIOCARTA_SPRY_PATHWAY",1,1,0,17,"","MM909_06"
"213","GCM_USP6",1,1,0,69,"","MM909_06"
"214","GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION",1,1,0,9,"","MM909_06"
"215","GOBP_HISTONE_UBIQUITINATION",1,1,0,8,"","MM909_06"
"216","GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION",1,1,0,8,"","MM909_06"
"217","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",1,1,0,78,"","MM909_06"
"218","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_06"
"219","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,15,"","MM909_06"
"220","GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",1,1,0,109,"","MM909_06"
"221","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_06"
"222","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,22,"","MM909_06"
"223","GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,1,0,8,"","MM909_06"
"224","GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION",1,1,0,10,"","MM909_06"
"225","GOBP_PROTEIN_K11_LINKED_UBIQUITINATION",1,1,0,30,"","MM909_06"
"226","GOBP_PROTEIN_K27_LINKED_UBIQUITINATION",1,1,0,7,"","MM909_06"
"227","GOBP_PROTEIN_K29_LINKED_DEUBIQUITINATION",1,1,0,5,"","MM909_06"
"228","GOBP_PROTEIN_K29_LINKED_UBIQUITINATION",1,1,0,7,"","MM909_06"
"229","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",1,1,0,26,"","MM909_06"
"230","GOBP_PROTEIN_K48_LINKED_UBIQUITINATION",1,1,0,65,"","MM909_06"
"231","GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION",1,1,0,30,"","MM909_06"
"232","GOBP_PROTEIN_K63_LINKED_UBIQUITINATION",1,1,0,58,"","MM909_06"
"233","GOBP_PROTEIN_K6_LINKED_UBIQUITINATION",1,1,0,11,"","MM909_06"
"234","GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION",1,1,0,5,"","MM909_06"
"235","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL",1,1,0,133,"","MM909_06"
"236","GOBP_PROTEIN_MONOUBIQUITINATION",1,1,0,42,"","MM909_06"
"237","GOBP_PROTEIN_POLYUBIQUITINATION",1,1,0,225,"","MM909_06"
"238","GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION",1,1,0,10,"","MM909_06"
"239","GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION",1,1,0,6,"","MM909_06"
"240","GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION",1,1,0,199,"","MM909_06"
"241","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,18,"","MM909_06"
"242","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,39,"","MM909_06"
"243","GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,1,0,7,"","MM909_06"
"244","GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY",1,1,0,12,"","MM909_06"
"245","GOBP_UBIQUITIN_RECYCLING",1,1,0,13,"","MM909_06"
"246","GOCC_ANAPHASE_PROMOTING_COMPLEX",1,1,0,21,"","MM909_06"
"247","GOCC_COP9_SIGNALOSOME",1,1,0,17,"","MM909_06"
"248","GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,25,"","MM909_06"
"249","GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,36,"","MM909_06"
"250","GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,37,"","MM909_06"
"251","GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_06"
"252","GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,6,"","MM909_06"
"253","GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_06"
"254","GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,181,"","MM909_06"
"255","GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_06"
"256","GOCC_ER_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_06"
"257","GOCC_GID_COMPLEX",1,1,0,5,"","MM909_06"
"258","GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX",1,1,0,6,"","MM909_06"
"259","GOCC_LEWY_BODY",1,1,0,8,"","MM909_06"
"260","GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX",1,1,0,43,"","MM909_06"
"261","GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX",1,1,0,64,"","MM909_06"
"262","GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX",1,1,0,8,"","MM909_06"
"263","GOCC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,312,"","MM909_06"
"264","GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING",1,1,0,9,"","MM909_06"
"265","GOMF_CULLIN_FAMILY_PROTEIN_BINDING",1,1,0,26,"","MM909_06"
"266","GOMF_DEUBIQUITINASE_ACTIVITY",1,1,0,118,"","MM909_06"
"267","GOMF_HISTONE_DEUBIQUITINASE_ACTIVITY",1,1,0,6,"","MM909_06"
"268","GOMF_HISTONE_H2A_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,5,"","MM909_06"
"269","GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,10,"","MM909_06"
"270","GOMF_K48_LINKED_DEUBIQUITINASE_ACTIVITY",1,1,0,17,"","MM909_06"
"271","GOMF_K63_LINKED_DEUBIQUITINASE_ACTIVITY",1,1,0,14,"","MM909_06"
"272","GOMF_METAL_DEPENDENT_DEUBIQUITINASE_ACTIVITY",1,1,0,11,"","MM909_06"
"273","GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING",1,1,0,31,"","MM909_06"
"274","GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY",1,1,0,7,"","MM909_06"
"275","GOMF_UBIQUITIN_LIGASE_COMPLEX_SCAFFOLD_ACTIVITY",1,1,0,6,"","MM909_06"
